,site_id,agency,latitude,longitude,state,well_depth_va,hole_depth_va,category,r2_score
0,290955098562101,USGS,29.16577778,-98.9394111,TX,3200.0,3200.0,0.0,1.0
1,291136099375801,USGS,29.1935729,-99.6328298,TX,1400.0,1400.0,3.0,0.9027421947143892
2,292505098254002,USGS,29.418289,-98.428071,TX,1075.0,1075.0,0.0,1.0
3,292556098260701,USGS,29.43245515,-98.4355713,TX,1223.0,1384.0,0.0,1.0
4,292618099165901,USGS,29.43856519,-99.2833738,TX,538.0,538.0,3.0,0.0382651293534661
5,292943098354404,USGS,29.49527778,-98.5955556,TX,596.5,616.0,3.0,0.0219017062319567
6,293058098110501,USGS,29.5162169,-98.1849959,TX,1562.0,1565.0,0.0,0.4768004383574125
7,293202099063501,USGS,29.53411853,-99.1101102,TX,290.0,309.5,3.0,0.0040737242832619
8,293252098380801,USGS,29.54777778,-98.6355556,TX,229.0,229.0,3.0,0.0173872962185873
9,293348095070604,USGS,29.56341667,-95.1189444,TX,3072.0,3305.0,3.0,0.6041462762229544
10,293424098134701,USGS,29.5735009,-98.2299359,TX,1050.0,1050.0,3.0,0.5411110323722623
11,293516098325501,USGS,29.58777778,-98.5486111,TX,300.0,303.3,3.0,0.1433919760805272
12,293610098152701,USGS,29.60293056,-98.2575083,TX,920.0,920.0,3.0,0.7641822596307124
13,294338095270402,USGS,29.727,-95.4507778,TX,2358.0,2440.0,2.0,0.0877312773733129
14,294338095270403,USGS,29.7275,-95.4513889,TX,1943.0,2450.0,3.0,0.199597865017297
15,294726095351101,USGS,29.79083333,-95.5866667,TX,49.0,,0.0,0.0245581074333401
16,294726095351102,USGS,29.79069444,-95.5861389,TX,1802.0,1813.0,3.0,0.4637507165693765
17,294726095351104,USGS,29.79083333,-95.5866667,TX,237.0,,2.0,0.4753276508301211
